developer_id,developer
4425,"Cattle Call, GREZZO, FuRyu"
4426,Crema Games
4427,Muro Studios Ltd.
4428,Dreamoji
4429,Dim Bulb Games
4430,Picaresque Studio
4431,We Are Fuzzy
4432,"Cosmografik Studio, Cosmografik"
4433,Bad Habit Productions
4434,Caged Element Inc.
4435,One Bit Beyond
4436,Isbit Games
4437,"Nintendo, GREZZO"
4438,Refract Studios
4439,CCCP
4440,"CIRCLE Entertainment, Easytech"
4441,Rainbite
4442,Diceroll Studios
4443,Punch Punk Games
4444,Four5Six Pixel
4445,Coconut Island Games
4446,Onion Games
4447,Grace Bruxner
4448,"Saber Interactive, Dark Seas Games, EQ Games"
4449,Causal Bit Games
4450,"Team 17, Mouldy Toof Studios"
4451,Thing Trunk
4452,Piece of Cake studios
4453,Beautiful Glitch
4454,"Snow Castle Games, CrossFunction"
4455,Owlcat Games
4456,Elastic Games
4457,Big Moustache Games
4458,Rumpus
4459,"Homebear Studios, HomeBearStudio"
4460,Snowhydra llc
4461,NerdRage Studios Ltd.
4462,SIGONO INC.
4463,Nighthawk Interactive
4464,Noxy Games Inc.
4465,Appnormals Team
4466,Suncrash
4467,Dan & Gary Games
4468,FX Valley
4469,Fast Travel Games
4470,Irisloft
4471,11Sheep
4472,Solar Sail Games
4473,CREOTEAM
4474,The Station
4475,PUBG Corporation
4476,Hollow Tree Games
4477,inbetweengames
4478,"Raw Fury, Long Hat House"
4479,Bishop Games
4480,White Rabbit Interactive
4481,CrazyBunch
4482,Oddly Shaped Pixels
4483,Team Junkfish
4484,Interactive Stone
4485,Binx Interactive
4486,Rekim
4487,Lozange Lab
4488,MythicOwl
4489,"Pipeworks Software, Inc., NeoBards Entertainment"
4490,TheMeatly Games
4491,GameTrust
4492,Catch & Release
4493,Weather Factory
4494,Panic Barn Ltd
4495,Bonus Level Entertainment
4496,Perfect Hat
4497,Matt Bitner
4498,It's Anecdotal
4499,Daybreak Games
4500,Kenny Creanor
4501,"Gunfire Games, THQ Nordic"
4502,AtomTeam
4503,BEHEMUTT
4504,Force Of Habit
4505,Space Mace
4506,Snowhound Games
4507,Bit Golem
4508,Monster Couch
4509,Supergonk Ltd.
4510,"CHIBIG, S.L.U."
4511,Scott Ethington
4512,Necrosoft Games
4513,Game Swing
4514,Robot Gentleman
4515,Long Hat House
4516,"Epiphany Games, Analgesic Productions"
4517,Ice Flames
4518,"Microsoft Game Studios, Forgotten Empires LLC"
4519,Misc Games
4520,Total Mayhem Games
4521,"The Balance, Inc"
4522,Painted Black Games
4523,Pill Bug Interactive
4524,com8com1 Software
4525,IMakeGames
4526,Facepunch Studios
4527,Ubisoft Ivory Tower
4528,Dark-1
4529,Juggler Games
4530,MakinGames
4531,"Nintendo, Vanpool"
4532,DESTINYbit
4533,"RideonJapan,Inc."
4534,Picomy
4535,Below the Game
4536,"Sony Interactive Entertainment, NapNok Games"
4537,Household Games Inc.
4538,Playwood Project
4539,"Arc System Works, Cyclone Zero"
4540,704Games
4541,kittehface / Spaceboy
4542,Threye Interactive
4543,Dufgames
4544,FinalBoss Games
4545,PHL Collective
4546,"Kylotonn, Maximum Games"
4547,Volcanicc
4548,Empyrean
4549,"Joystick Labs, LLC"
4550,"Multiverse Games, Multiverse"
4551,Midnight Hub
4552,Fun Punch Games
4553,Karin Entertainment
4554,"CrazyAntz, Crazyant"
4555,SEMISOFT
4556,AtGames
4557,PolyKnight Games
4558,Lunar Great Wall Studios
4559,Puzzle On Word Games Inc.
4560,TwoPM Studios
4561,Slipgate Studios LLC
4562,Warpfish Games
4563,Ivanovich Games
4564,Ace Maddox
4565,Blindflug Studios
4566,Somnium Games d.o.o.
4567,"Nicalis, Christophe Galati"
4568,Vertical Reach
4569,DeerFarm
4570,Outlands
4571,pixel.lu
4572,Stolen Couch Games
4573,Marmalade Game Studio
4574,"Pocket, Orgesta"
4575,Cobra Mobile
4576,SONKA
4577,Chris Wade
4578,DarkStar Games
4579,aPriori Digital
4580,Mastiff
4581,GrimTalin
4582,"Warner Bros. Interactive Entertainment, Shiver Games"
4583,"CyberConnect2, Soleil"
4584,AurumDust
4585,Chorus Worldwide
4586,Foldergeist Studios
4587,Drakkar Dev
4588,Door Z Studio
4589,Dmitry Zagumennov
4590,Scarecrow Arts
4591,Emilios Manolidis
4592,3rd Eye Studios
4593,Minskworks
4594,Screwtape Studios
4595,Raw Fury
4596,Triangular Pixels
4597,Ankakesupa
4598,Gamedust
4599,AOne Games
4600,Modus
4601,"Headup Games, Headup"
4602,Ludomotion
4603,Invictus Games
4604,Freaky Creations
4605,ABX Games Studio
4606,Crazyant
4607,"E-Home Entertainment, E-Home Entertainment Development Co., Ltd"
4608,Bread Machine Games
4609,Toadman Interactive
4610,3DClouds.it
4611,"E-Home Entertainment, E-Home Entertainment Developerment Co., Ltd"
4612,Blazing Griffin
4613,Oudidon
4614,"Square Enix, Q Studios"
4615,"Link Kit Co., Ltd."
4616,"Sony Interactive Entertainment, Red Accent Studios"
4617,Zombie Dynamics
4618,Asmodee Digital
4619,Dojo Games
4620,Marker Limited
4621,NVYVE Studios
4622,Ubisoft Blue Byte
4623,NapNok Games
4624,Tiny Bull Studios
4625,EP Games
4626,Bread Team
4627,Red Limb Studio
4628,Dali Games
4629,"GungHo, 17-Bit"
4630,"Natsume, Tabot"
4631,Zengami
4632,Happy Tuesday
4633,DMM GAMES
4634,Mind Candy
4635,Artifact 5
4636,Good Night Brave Warrior
4637,"3rd Eye Studios Oy LTD, 3rd Eye Studios"
4638,Flight School Studio
4639,"Cattle Call, 24Frame"
4640,Holospark
4641,NG:DEV.TEAM
4642,Retro Reactor
4643,The Vanir Project
4644,Solid9 Studio
4645,Channel 4
4646,Arcanity Inc
4647,"Sumo Digital, Overkill Software"
4648,Sleepless Clinic
4649,SNK Corporation
4650,Oscar Brittain
4651,Digital Kingdom
4652,BeautiFun Games
4653,Among Giants
4654,In Vitro Games
4655,Noodlecake Studios
4656,Bigmoon Entertainment
4657,HakJak Productions
4658,Invincible Cat
4659,Krafted Games
4660,"Arcturus Game, Arcturus"
4661,Mega Cat Studios
4662,Portalarium
4663,DYA Games
4664,Ground Shatter Ltd.
4665,Another Indie
4666,Future Games of London
4667,Groovy Milk
4668,RYM GAMES
4669,CyberCoconut
4670,Artax Games
4671,Abyssal Arts Ltd.
4672,Petite Games
4673,"Sony Interactive Entertainment, ISVR"
4674,Playism
4675,Workyrie Game Studio
4676,Agate Studio
4677,Jammed Up Studios
4678,Robot Riot UG
4679,Dean 'Rocket' Hall
4680,Nekki Limited
4681,"Torus Games, Outright Games"
4682,Live Aliens
4683,Freejam
4684,"Bandai Namco Games, NATSUME ATARI Inc."
4685,Gearbox Publishing
4686,Convict Games
4687,Big Deez Productions
4688,Vixa Games / QubicGames S.A.
4689,Imaginati
4690,Norain Games
4691,Atypical Games
4692,Onion Soup
4693,Studio MONO
4694,Kaiko
4695,"Kyodai, Kyodai Ltd."
4696,7Levels
4697,"Bandai Namco Games, ilinx inc."
4698,Alti
4699,Z-Software
4700,DOMO Studio
4701,"JoyBits, Inc"
4702,Terahard
4703,Sometimes You
4704,Nano Games
4705,Super Awesome Hyper Dimensional Mega Team
4706,Movie Games
4707,Cavyhouse
4708,Studios Illogika
4709,"Bandai Namco Games, Climax Studios"
4710,Ktulhu Solutions
4711,Codestalkers
4712,Cosmoscope GmbH
4713,Napalmtree
4714,Phantom 8
4715,RocketWerkz
4716,Marslit Games
4717,Madmind Studio
4718,My Next Games
4719,Super Punk Games
4720,LABS Games
4721,"Drageus Games / QubicGames S.A., Drageus Games"
4722,RLR Training Inc
4723,Breakpoint
4724,Fat Dog Games
4725,Loveridge Design
4726,Rainy Frog
4727,"Nvizzio Creations, Atari SA"
4728,Jujubee
4729,IGGYMOB
4730,"Headup Games, Stage Clear Studios"
4731,"Square Enix, Human Head Studios"
4732,Honey Parade Games
4733,Motor Trend Group
4734,OtherSide Entertainment
4735,MMEU
4736,Reversed Interactive
4737,Deeli network
4738,Undercoders
4739,Snap Finger Click Ltd
